IDs,start,survt,status,sex,year,comm.size,comm.close,comm.degree,pop.close,pop.degree,salmon
116,16,17,0,M,2008,27,0.074074074,0.066666667,0.259259259,0.083333333,0.75
52,32,33,0,F,2008,3,NA,NA,0.074074074,0.125,0.75
38,52,53,0,F,2008,17,0.058823529,0.090909091,0.061728395,0.041666667,0.75
35,48,49,0,F,2008,13,0.230769231,0.142857143,0.160493827,0.041666667,0.75
144,7,8,0,M,2008,27,0.962962963,0.666666667,0.962962963,0.416666667,0.75
20,37,38,0,F,2008,27,0.62962963,0.2,0.888888889,0.25,0.75
113,17,18,0,M,2008,27,0.814814815,0.266666667,0.938271605,0.166666667,0.75
127,13,14,0,M,2008,17,0.117647059,0.181818182,0.567901235,0.166666667,0.75
121,15,16,0,F,2008,4,NA,NA,0.654320988,0.166666667,0.75
168,0,1,1,F,2008,12,0.666666667,0.9,0.172839506,0.375,0.75
151,5,6,0,F,2008,3,NA,NA,0.049382716,0.041666667,0.75
89,23,24,0,F,2008,27,0.222222222,0.133333333,0.419753086,0.083333333,0.75
146,6,7,0,M,2008,27,0.444444444,0.466666667,0.814814815,0.333333333,0.75
91,21,22,0,M,2008,12,0.166666667,0.6,0.271604938,0.25,0.75
25,46,47,0,F,2008,12,0.083333333,0.1,0.481481481,0.083333333,0.75
108,18,19,0,F,2008,12,0.583333333,0.8,0.827160494,0.416666667,0.75
126,13,14,0,M,2008,12,0.833333333,0.8,0.283950617,0.333333333,0.75
153,5,6,0,F,2008,4,NA,NA,0.543209877,0.041666667,0.75
154,5,6,0,M,2008,27,1,0.733333333,0.987654321,0.5,0.75
110,18,19,0,M,2008,13,0.384615385,0.285714286,0.222222222,0.083333333,0.75
133,12,13,0,M,2008,4,NA,NA,0.802469136,0.125,0.75
19,38,39,0,F,2008,3,NA,NA,0.098765432,0.083333333,0.75
118,15,16,0,M,2008,27,0.148148148,0.133333333,0.296296296,0.083333333,0.75
122,14,15,0,F,2008,27,0.037037037,0.066666667,0.037037037,0.041666667,0.75
124,14,15,0,M,2009,5,0.4,1,0.755813953,0.833333333,0.853333333
142,8,9,0,F,2009,5,0.2,1,0.581395349,0.5,0.853333333
170,0,1,0,M,2009,5,0.6,1,0.802325581,0.619047619,0.853333333
6,36,37,0,F,2009,5,1,1,0.860465116,0.833333333,0.853333333
117,16,17,0,F,2009,15,1,1,0.441860465,0.904761905,0.853333333
50,33,34,0,F,2009,15,0.5,0.909090909,0.325581395,0.880952381,0.853333333
125,14,15,0,F,2009,15,0.916666667,0.818181818,0.639534884,0.69047619,0.853333333
131,13,14,0,M,2009,5,0.2,1,0.825581395,0.619047619,0.853333333
169,0,1,0,M,2009,15,0.583333333,1,0.279069767,0.880952381,0.853333333
164,2,3,0,F,2009,5,1,1,0.697674419,0.80952381,0.853333333
74,33,34,0,F,2009,5,0.6,1,0.418604651,0.428571429,0.853333333
166,2,3,0,M,2009,5,0.4,0.75,0.313953488,0.30952381,0.853333333
153,6,7,0,F,2009,5,1,0.75,0.395348837,0.880952381,0.853333333
90,22,23,0,F,2009,6,0.5,1,0.186046512,0.19047619,0.853333333
152,6,7,0,M,2009,6,0.166666667,1,0.197674419,0.142857143,0.853333333
20,38,39,0,F,2009,6,1,1,0.23255814,0.285714286,0.853333333
113,18,19,0,M,2009,6,0.666666667,1,0.220930233,0.142857143,0.853333333
122,15,16,0,F,2009,6,0.333333333,1,0.290697674,0.80952381,0.853333333
136,11,12,0,F,2009,15,0.416666667,0.909090909,0.38372093,0.523809524,0.853333333
47,49,50,0,F,2009,5,0.4,0.75,0.941860465,0.523809524,0.853333333
72,33,34,0,F,2009,5,0.2,0.75,0.895348837,0.5,0.853333333
80,46,47,0,F,2009,7,0.285714286,1,0.337209302,0.428571429,0.853333333
99,24,25,0,M,2009,7,1,1,0.453488372,0.452380952,0.853333333
73,33,34,0,F,2009,7,0.857142857,1,0.151162791,0.30952381,0.853333333
163,3,4,0,M,2009,7,0.142857143,1,0.139534884,0.30952381,0.853333333
100,24,25,1,M,2009,7,0.571428571,1,0.26744186,0.571428571,0.853333333
78,31,32,0,F,2009,15,0.454545455,0.888888889,0.930232558,0.976190476,0.853333333
158,4,5,0,F,2009,15,0.272727273,0.666666667,0.88372093,0.785714286,0.853333333
171,0,1,0,F,2009,15,0.083333333,0.181818182,0.011627907,0.047619048,0.853333333
110,19,20,0,M,2009,7,0.714285714,1,0.255813953,0.357142857,0.853333333
98,24,25,0,F,2009,5,0.8,1,0.779069767,0.666666667,0.853333333
135,11,12,0,M,2009,15,0.833333333,0.909090909,0.5,0.904761905,0.853333333
87,24,25,0,F,2009,15,0.166666667,0.727272727,0.302325581,0.380952381,0.853333333
8,39,40,0,F,2009,5,0.6,1,0.523255814,0.547619048,0.853333333
140,10,11,0,F,2009,5,0.8,1,0.627906977,0.380952381,0.853333333
35,49,50,0,F,2009,3,NA,NA,0.720930233,0.619047619,0.853333333
119,16,17,0,M,2009,3,NA,NA,0.813953488,0.80952381,0.853333333
104,20,21,0,M,2009,3,NA,NA,0.76744186,0.761904762,0.853333333
67,33,34,0,M,2009,9,1,1,0.744186047,0.476190476,0.853333333
60,81,82,0,F,2009,9,0.111111111,1,0.837209302,0.404761905,0.853333333
32,76,77,0,F,2009,9,0.888888889,1,0.848837209,0.547619048,0.853333333
105,20,21,0,M,2009,9,0.222222222,1,0.546511628,0.404761905,0.853333333
120,16,17,0,M,2009,9,0.555555556,1,0.569767442,0.380952381,0.853333333
103,22,23,0,F,2009,9,0.333333333,1,0.651162791,0.380952381,0.853333333
59,39,40,0,F,2009,9,0.444444444,1,0.604651163,0.428571429,0.853333333
133,13,14,0,M,2009,5,1,1,0.61627907,0.261904762,0.853333333
156,5,6,0,M,2009,5,0.6,0.5,0.558139535,0.476190476,0.853333333
108,19,20,0,F,2009,5,0.8,1,0.360465116,0.5,0.853333333
145,8,9,0,M,2009,7,0.428571429,1,0.081395349,0.285714286,0.853333333
70,36,37,0,F,2009,4,NA,NA,0.174418605,0.333333333,0.853333333
126,14,15,0,M,2009,4,NA,NA,0.11627907,0.30952381,0.853333333
109,19,20,0,F,2009,4,NA,NA,0.093023256,0.333333333,0.853333333
167,2,3,0,M,2009,4,NA,NA,0.058139535,0.142857143,0.853333333
130,13,14,0,F,2009,15,0.25,0.909090909,0.790697674,0.523809524,0.853333333
111,18,19,0,M,2009,5,0.4,1,0.872093023,0.785714286,0.853333333
1,58,59,0,M,2009,8,0.909090909,0.888888889,1,1,0.853333333
9,98,99,0,F,2009,8,0.727272727,0.888888889,0.976744186,0.904761905,0.853333333
15,76,77,0,F,2009,15,0.363636364,0.777777778,0.906976744,0.952380952,0.853333333
149,6,7,0,M,2009,15,0.333333333,0.909090909,0.406976744,0.595238095,0.853333333
112,18,19,0,M,2009,15,0.75,0.909090909,0.465116279,0.785714286,0.853333333
157,5,6,0,F,2009,5,0.8,1,0.73255814,0.666666667,0.853333333
150,6,7,0,M,2009,15,0.666666667,0.818181818,0.430232558,0.30952381,0.853333333
144,8,9,0,M,2009,6,0.833333333,1,0.244186047,0.19047619,0.853333333
92,22,23,0,F,2009,8,0.636363636,0.888888889,0.953488372,0.714285714,0.853333333
143,8,9,0,M,2009,8,0.545454545,1,0.918604651,0.80952381,0.853333333
19,39,40,0,F,2009,8,1,1,0.988372093,0.785714286,0.853333333
18,76,77,0,F,2009,8,0.181818182,0.444444444,0.372093023,0.357142857,0.853333333
118,16,17,0,M,2009,4,NA,NA,0.674418605,0.761904762,0.853333333
154,6,7,0,M,2009,8,0.818181818,0.777777778,0.965116279,0.476190476,0.853333333
146,7,8,0,M,2009,4,NA,NA,0.209302326,0.095238095,0.853333333
116,17,18,0,M,2009,8,0.090909091,0.222222222,0.534883721,0.238095238,0.853333333
114,18,19,0,M,2009,9,0.666666667,1,0.686046512,0.380952381,0.853333333
38,53,54,0,F,2009,3,NA,NA,0.023255814,0.166666667,0.853333333
121,16,17,0,F,2009,3,NA,NA,0.046511628,0.19047619,0.853333333
127,14,15,0,M,2009,3,NA,NA,0.034883721,0.166666667,0.853333333
61,45,46,0,F,2009,5,0.2,0.5,0.104651163,0.214285714,0.853333333
159,4,5,0,M,2009,3,NA,NA,0.162790698,0.214285714,0.853333333
129,14,15,0,F,2009,9,0.777777778,1,0.709302326,0.357142857,0.853333333
115,18,19,0,F,2009,3,NA,NA,0.127906977,0.166666667,0.853333333
25,47,48,0,F,2009,4,NA,NA,0.488372093,0.142857143,0.853333333
91,22,23,0,M,2009,4,NA,NA,0.476744186,0.071428571,0.853333333
89,24,25,0,F,2009,4,NA,NA,0.348837209,0.166666667,0.853333333
52,33,34,0,F,2009,4,NA,NA,0.662790698,0.285714286,0.853333333
151,6,7,0,F,2009,4,NA,NA,0.511627907,0.214285714,0.853333333
172,1,2,0,M,2009,4,NA,NA,0.593023256,0.238095238,0.853333333
173,0,1,0,F,2009,3,NA,NA,0.069767442,0.071428571,0.853333333
9,99,100,0,F,2010,10,0.777777778,1,0.978021978,0.682926829,1
142,9,10,0,F,2010,10,0.333333333,1,0.747252747,0.634146341,1
157,6,7,0,F,2010,10,1,1,0.813186813,0.390243902,1
50,34,35,0,F,2010,13,0.769230769,1,0.604395604,0.512195122,1
169,1,2,0,M,2010,13,0.461538462,0.833333333,0.538461538,0.414634146,1
136,12,13,0,F,2010,13,0.538461538,0.833333333,0.593406593,0.43902439,1
174,0,1,0,M,2010,13,0.230769231,0.583333333,0.43956044,0.292682927,1
135,12,13,0,M,2010,13,0.307692308,0.833333333,0.571428571,0.902439024,1
125,15,16,0,F,2010,13,0.846153846,1,1,1,1
150,7,8,0,M,2010,13,0.615384615,0.583333333,0.989010989,0.609756098,1
130,14,15,0,F,2010,13,0.384615385,1,0.879120879,0.634146341,1
87,25,26,0,F,2010,13,0.076923077,0.833333333,0.637362637,0.609756098,1
149,7,8,0,M,2010,13,0.153846154,0.833333333,0.648351648,0.756097561,1
117,17,18,0,F,2010,13,1,1,0.835164835,0.829268293,1
171,1,2,0,F,2010,13,0.923076923,0.916666667,0.725274725,0.658536585,1
59,40,41,0,F,2010,24,0.47826087,0.578947368,0.472527473,0.487804878,1
176,1,2,0,F,2010,24,0.695652174,0.842105263,0.824175824,0.658536585,1
129,15,16,0,F,2010,24,0.826086957,0.947368421,0.89010989,0.658536585,1
67,34,35,0,M,2010,24,1,0.947368421,0.923076923,0.658536585,1
60,82,83,0,F,2010,24,0.869565217,0.789473684,0.846153846,0.512195122,1
103,23,24,0,F,2010,24,0.739130435,0.894736842,0.967032967,0.731707317,1
105,21,22,0,M,2010,24,0.347826087,0.789473684,0.32967033,0.390243902,1
120,17,18,0,M,2010,24,0.434782609,0.789473684,0.340659341,0.487804878,1
110,20,21,0,M,2010,24,0.260869565,0.736842105,0.857142857,0.536585366,1
80,47,48,0,F,2010,24,0.391304348,0.894736842,0.934065934,0.682926829,1
99,25,26,1,M,2010,24,0.043478261,0.105263158,0.021978022,0.048780488,1
74,34,35,0,F,2010,14,1,0.923076923,0.285714286,0.658536585,1
166,3,4,0,M,2010,14,0.785714286,1,0.197802198,0.43902439,1
73,34,35,0,F,2010,24,0.913043478,0.894736842,0.912087912,0.756097561,1
32,77,78,0,F,2010,24,0.086956522,0.368421053,0.131868132,0.195121951,1
114,19,20,0,M,2010,24,0.173913043,0.631578947,0.164835165,0.365853659,1
163,4,5,0,M,2010,24,0.782608696,0.894736842,0.868131868,0.634146341,1
127,15,16,0,M,2010,24,0.52173913,0.842105263,0.582417582,0.658536585,1
38,54,55,0,F,2010,24,0.565217391,0.736842105,0.615384615,0.512195122,1
121,17,18,0,F,2010,24,0.304347826,0.736842105,0.549450549,0.487804878,1
133,14,15,0,M,2010,24,0.217391304,0.578947368,0.406593407,0.585365854,1
98,25,26,0,F,2010,24,0.652173913,1,0.78021978,1,1
156,6,7,0,M,2010,24,0.608695652,0.842105263,0.659340659,0.780487805,1
115,19,20,0,F,2010,14,0.928571429,1,0.263736264,0.43902439,1
173,1,2,0,F,2010,14,0.571428571,1,0.186813187,0.487804878,1
61,46,47,0,F,2010,14,0.857142857,1,0.417582418,0.731707317,1
159,5,6,0,M,2010,14,0.642857143,0.846153846,0.208791209,0.414634146,1
109,20,21,0,F,2010,14,0.142857143,0.846153846,0.087912088,0.658536585,1
167,3,4,0,M,2010,14,0.071428571,0.692307692,0.065934066,0.414634146,1
72,34,35,0,F,2010,10,0.111111111,0.875,0.692307692,0.682926829,1
47,50,51,1,F,2010,10,0.222222222,1,0.758241758,0.512195122,1
108,20,21,0,F,2010,14,0.714285714,1,0.241758242,0.756097561,1
124,15,16,0,M,2010,10,0.444444444,1,0.681318681,0.634146341,1
1,59,60,1,M,2010,10,0.555555556,1,0.956043956,0.56097561,1
6,37,38,0,F,2010,10,0.888888889,1,0.769230769,0.56097561,1
170,1,2,0,M,2010,10,0.666666667,0.875,0.67032967,0.463414634,1
8,40,41,0,F,2010,5,1,1,0.10989011,0.536585366,1
140,11,12,0,F,2010,5,0.4,1,0.054945055,0.243902439,1
131,14,15,1,M,2010,5,0.2,1,0.098901099,0.219512195,1
111,19,20,0,M,2010,5,0.6,1,0.142857143,0.609756098,1
164,3,4,0,F,2010,5,0.8,1,0.120879121,0.536585366,1
78,32,33,0,F,2010,17,0.705882353,0.6,0.494505495,0.707317073,1
15,77,78,0,F,2010,17,0.235294118,0.4,0.483516484,0.756097561,1
158,5,6,0,F,2010,17,0.411764706,0.533333333,0.373626374,0.536585366,1
112,19,20,0,M,2010,13,0.692307692,0.916666667,0.945054945,0.634146341,1
19,40,41,0,F,2010,17,0.647058824,0.666666667,0.626373626,0.804878049,1
175,0,1,0,UNK,2010,17,0.352941176,0.533333333,0.461538462,0.43902439,1
144,9,10,0,M,2010,6,0.166666667,1,0.428571429,0.414634146,1
92,23,24,0,F,2010,17,0.764705882,0.733333333,0.703296703,0.536585366,1
154,7,8,0,M,2010,17,0.294117647,0.466666667,0.307692308,0.268292683,1
89,25,26,0,F,2010,17,0.470588235,0.733333333,0.252747253,0.341463415,1
146,8,9,0,M,2010,17,0.588235294,0.733333333,0.230769231,0.341463415,1
52,34,35,0,F,2010,17,1,0.933333333,0.450549451,0.731707317,1
118,17,18,0,M,2010,17,0.941176471,1,0.505494505,0.609756098,1
151,7,8,0,F,2010,17,0.882352941,0.866666667,0.384615385,0.609756098,1
172,2,3,0,M,2010,17,0.823529412,0.866666667,0.362637363,0.609756098,1
90,23,24,0,F,2010,6,0.666666667,1,0.274725275,0.56097561,1
113,19,20,0,M,2010,6,0.333333333,1,0.56043956,0.292682927,1
25,48,49,0,F,2010,17,0.058823529,0.533333333,0.802197802,0.658536585,1
91,23,24,0,M,2010,17,0.117647059,0.533333333,0.714285714,0.658536585,1
143,9,10,0,M,2010,17,0.529411765,0.666666667,0.791208791,0.512195122,1
18,77,78,1,F,2010,1,NA,NA,0.010989011,0.024390244,1
35,50,51,0,F,2010,3,NA,NA,0.351648352,0.243902439,1
104,21,22,0,M,2010,3,NA,NA,0.318681319,0.365853659,1
126,15,16,0,M,2010,14,0.214285714,0.923076923,0.032967033,0.43902439,1
70,37,38,0,F,2010,14,0.285714286,1,0.076923077,0.585365854,1
153,7,8,0,F,2010,14,0.5,0.846153846,0.153846154,0.390243902,1
145,9,10,0,M,2010,24,0.956521739,0.894736842,0.901098901,0.658536585,1
119,17,18,0,M,2010,3,NA,NA,0.395604396,0.195121951,1
152,7,8,0,M,2010,6,0.5,1,0.21978022,0.365853659,1
20,39,40,0,F,2010,6,0.833333333,1,0.527472527,0.414634146,1
122,16,17,0,F,2010,6,1,1,0.516483516,0.292682927,1
177,0,1,0,M,2010,14,0.357142857,1,0.043956044,0.390243902,1
116,18,19,0,M,2010,17,0.176470588,0.666666667,0.296703297,0.512195122,1
178,0,1,0,M,2010,14,0.428571429,0.846153846,0.175824176,0.43902439,1
179,0,1,0,UNK,2010,24,0.130434783,0.421052632,0.736263736,0.195121951,1
