IDs,start,survt,status,sex,year,comm.size,comm.close,comm.degree,pop.close,pop.degree,salmon
154,1,2,0,M,2004,21,0.19047619,0.736842105,0.069767442,0.484848485,1.613333333
137,5,6,0,M,2004,21,0.047619048,0.631578947,0.011627907,0.393939394,1.613333333
123,10,11,0,F,2004,21,0.380952381,0.631578947,0.348837209,0.484848485,1.613333333
156,0,1,0,M,2004,14,0.642857143,0.272727273,0.709302326,0.090909091,1.613333333
155,0,1,0,M,2004,14,0.071428571,0.363636364,0.395348837,0.121212121,1.613333333
152,1,2,0,M,2004,21,0.476190476,0.315789474,0.662790698,0.181818182,1.613333333
122,11,12,0,F,2005,22,0.238095238,0.944444444,1,0.5,1.393333333
144,4,5,0,M,2005,22,0.142857143,0.777777778,0.788888889,0.404761905,1.393333333
90,18,19,0,F,2005,22,0.476190476,1,0.588888889,0.571428571,1.393333333
152,2,3,0,M,2005,22,0.428571429,0.888888889,0.611111111,0.547619048,1.393333333
118,12,13,0,M,2005,22,1,0.944444444,0.677777778,0.5,1.393333333
91,18,19,0,M,2005,22,0.095238095,0.5,0.866666667,0.333333333,1.393333333
19,35,36,0,F,2005,22,0.571428571,0.944444444,0.344444444,0.523809524,1.393333333
123,11,12,0,F,2005,22,0.761904762,0.944444444,0.4,0.5,1.393333333
154,2,3,0,M,2005,22,0.904761905,0.888888889,0.477777778,0.5,1.393333333
52,29,30,0,F,2005,22,0.952380952,0.833333333,0.811111111,0.5,1.393333333
146,3,4,0,M,2005,22,0.285714286,0.722222222,0.7,0.357142857,1.393333333
89,20,21,0,F,2005,22,0.523809524,0.888888889,0.833333333,0.476190476,1.393333333
151,2,3,0,F,2005,22,0.80952381,0.722222222,0.577777778,0.476190476,1.393333333
20,34,35,0,F,2005,22,0.19047619,0.888888889,0.844444444,0.547619048,1.393333333
113,14,15,0,M,2005,22,0.380952381,0.833333333,0.966666667,0.404761905,1.393333333
28,95,96,0,F,2005,22,0.857142857,0.944444444,0.977777778,0.523809524,1.393333333
18,72,73,0,F,2005,22,0.619047619,1,0.933333333,0.547619048,1.393333333
92,18,19,0,F,2005,22,0.714285714,0.888888889,0.411111111,0.476190476,1.393333333
143,4,5,0,M,2005,22,0.666666667,0.777777778,0.433333333,0.428571429,1.393333333
137,6,7,1,M,2005,22,0.333333333,0.944444444,0.744444444,0.452380952,1.393333333
87,20,21,0,F,2005,25,0.25,0.695652174,0.666666667,0.380952381,1.393333333
136,7,8,0,F,2005,25,0.166666667,0.652173913,0.033333333,0.357142857,1.393333333
117,12,13,0,F,2005,25,0.416666667,0.913043478,0.077777778,0.595238095,1.393333333
50,29,30,0,F,2005,25,0.458333333,0.913043478,0.144444444,0.595238095,1.393333333
15,72,73,0,F,2005,25,0.5,0.782608696,0.466666667,0.714285714,1.393333333
140,6,7,0,F,2005,25,0.375,0.695652174,0.355555556,0.452380952,1.393333333
142,4,5,0,F,2005,25,1,0.826086957,0.422222222,0.571428571,1.393333333
157,1,2,0,F,2005,25,0.666666667,0.869565217,0.088888889,0.523809524,1.393333333
6,32,33,0,F,2005,25,0.75,0.913043478,0.177777778,0.642857143,1.393333333
150,2,3,0,M,2005,25,0.708333333,0.826086957,0.733333333,0.476190476,1.393333333
1,54,55,0,M,2005,25,0.916666667,0.956521739,0.755555556,1,1.393333333
8,35,36,0,F,2005,25,0.333333333,0.739130435,0.5,0.452380952,1.393333333
125,10,11,0,F,2005,25,0.958333333,1,0.822222222,0.619047619,1.393333333
3,34,35,0,F,2005,25,0.625,0.956521739,0.855555556,0.595238095,1.393333333
9,94,95,0,F,2005,25,0.791666667,0.956521739,0.766666667,0.880952381,1.393333333
112,14,15,0,M,2005,25,0.833333333,0.826086957,0.955555556,0.642857143,1.393333333
135,7,8,0,M,2005,25,0.125,0.782608696,0.6,0.571428571,1.393333333
111,14,15,0,M,2005,25,0.291666667,0.782608696,0.366666667,0.5,1.393333333
131,9,10,0,M,2005,25,0.208333333,0.739130435,0.3,0.404761905,1.393333333
124,10,11,0,M,2005,25,0.583333333,0.826086957,0.211111111,0.523809524,1.393333333
149,2,3,0,M,2005,25,0.083333333,0.47826087,0.444444444,0.261904762,1.393333333
130,9,10,0,F,2005,25,0.041666667,0.608695652,0.2,0.380952381,1.393333333
67,29,30,0,M,2005,6,1,0.8,0.655555556,0.547619048,1.393333333
60,77,78,0,F,2005,6,0.666666667,0.8,0.388888889,0.428571429,1.393333333
103,18,19,0,F,2005,6,0.833333333,0.8,0.488888889,0.380952381,1.393333333
129,10,11,0,F,2005,6,0.5,0.8,0.377777778,0.142857143,1.393333333
42,33,34,0,F,2005,35,0.794117647,1,0.888888889,0.785714286,1.393333333
155,1,2,0,M,2005,35,0.852941176,0.814814815,0.722222222,0.547619048,1.393333333
99,20,21,0,M,2005,35,0.088235294,0.814814815,0.944444444,0.595238095,1.393333333
25,43,44,0,F,2005,22,0.047619048,0.055555556,0.688888889,0.095238095,1.393333333
95,21,22,0,F,2005,35,0.323529412,0.814814815,0.1,0.595238095,1.393333333
145,4,5,0,M,2005,35,0.029411765,0.666666667,0.122222222,0.476190476,1.393333333
35,45,46,0,F,2005,35,0.117647059,0.555555556,0.044444444,0.404761905,1.393333333
104,16,17,0,M,2005,35,0.352941176,0.777777778,0.133333333,0.547619048,1.393333333
108,15,16,0,F,2005,35,0.941176471,0.962962963,0.277777778,0.69047619,1.393333333
153,2,3,0,F,2005,35,0.764705882,0.777777778,0.244444444,0.5,1.393333333
121,12,13,0,F,2005,35,0.441176471,0.703703704,0.555555556,0.476190476,1.393333333
38,49,50,0,F,2005,35,0.529411765,0.888888889,0.511111111,0.642857143,1.393333333
133,9,10,0,M,2005,35,0.882352941,0.666666667,0.544444444,0.452380952,1.393333333
147,3,4,0,M,2005,35,0.294117647,0.407407407,0.066666667,0.261904762,1.393333333
127,10,11,0,M,2005,35,0.470588235,0.740740741,0.522222222,0.5,1.393333333
97,20,21,0,M,2005,35,0.676470588,0.888888889,0.711111111,0.619047619,1.393333333
70,32,33,0,F,2005,35,0.735294118,0.851851852,0.566666667,0.595238095,1.393333333
160,0,1,1,UNK,2005,35,0.382352941,0.111111111,0.255555556,0.071428571,1.393333333
115,14,15,0,F,2005,35,0.970588235,0.851851852,0.333333333,0.595238095,1.393333333
159,0,1,0,M,2005,35,0.617647059,0.333333333,0.166666667,0.214285714,1.393333333
80,42,43,0,F,2005,35,0.235294118,0.666666667,0.911111111,0.547619048,1.393333333
119,12,13,0,M,2005,35,0.176470588,0.62962963,0.055555556,0.404761905,1.393333333
156,1,2,0,M,2005,35,0.558823529,0.444444444,0.111111111,0.333333333,1.393333333
73,29,30,0,F,2005,35,0.147058824,0.814814815,0.266666667,0.523809524,1.393333333
76,29,30,0,M,2005,35,0.205882353,0.444444444,0.8,0.404761905,1.393333333
78,27,28,0,F,2005,25,0.875,0.913043478,0.455555556,0.738095238,1.393333333
126,10,11,0,M,2005,35,0.705882353,0.740740741,0.633333333,0.5,1.393333333
110,15,16,0,M,2005,35,0.647058824,0.814814815,0.777777778,0.619047619,1.393333333
47,45,46,0,F,2005,35,0.264705882,0.444444444,0.922222222,0.380952381,1.393333333
100,20,21,0,M,2005,35,0.411764706,0.555555556,0.877777778,0.428571429,1.393333333
72,29,30,0,F,2005,35,0.058823529,0.555555556,0.9,0.571428571,1.393333333
32,72,73,0,F,2005,6,0.333333333,1,0.988888889,0.357142857,1.393333333
105,16,17,0,M,2005,3,NA,NA,0.233333333,0.119047619,1.393333333
59,35,36,0,F,2005,3,NA,NA,0.222222222,0.238095238,1.393333333
98,20,21,0,F,2005,35,0.823529412,0.888888889,0.288888889,0.619047619,1.393333333
158,0,1,0,F,2005,25,0.541666667,0.652173913,0.311111111,0.404761905,1.393333333
74,29,30,0,F,2005,35,1,0.888888889,0.322222222,0.642857143,1.393333333
120,12,13,0,M,2005,3,NA,NA,0.155555556,0.095238095,1.393333333
114,14,15,0,M,2005,6,0.166666667,0.2,0.644444444,0.047619048,1.393333333
36,55,56,0,F,2005,35,0.911764706,0.888888889,0.533333333,0.571428571,1.393333333
61,41,42,0,F,2005,35,0.588235294,0.62962963,0.188888889,0.428571429,1.393333333
109,15,16,0,F,2005,35,0.5,0.740740741,0.622222222,0.523809524,1.393333333
116,13,14,0,M,2005,2,NA,NA,0.022222222,0.119047619,1.393333333
63,50,51,1,F,2005,2,NA,NA,0.011111111,0.023809524,1.393333333
3,35,36,0,F,2006,24,0.208333333,1,0.066666667,0.710526316,1.136666667
78,28,29,0,F,2006,24,0.958333333,0.956521739,0.455555556,0.684210526,1.136666667
158,1,2,0,F,2006,24,0.875,1,0.377777778,0.605263158,1.136666667
6,33,34,0,F,2006,24,0.75,0.956521739,0.233333333,0.710526316,1.136666667
157,2,3,0,F,2006,24,0.583333333,1,0.144444444,0.684210526,1.136666667
1,55,56,0,M,2006,24,0.916666667,1,0.466666667,1,1.136666667
9,95,96,0,F,2006,24,0.833333333,1,0.444444444,0.710526316,1.136666667
124,11,12,0,M,2006,24,0.708333333,1,0.222222222,0.684210526,1.136666667
129,11,12,0,F,2006,11,0.909090909,0.9,0.966666667,0.552631579,1.136666667
155,2,3,1,M,2006,8,0.875,1,0.411111111,0.289473684,1.136666667
133,10,11,0,M,2006,8,0.625,0.666666667,0.333333333,0.263157895,1.136666667
108,16,17,0,F,2006,10,0.6,1,0.822222222,0.552631579,1.136666667
103,19,20,0,F,2006,11,0.454545455,0.9,0.911111111,0.552631579,1.136666667
42,34,35,1,F,2006,8,1,1,0.511111111,0.394736842,1.136666667
67,30,31,0,M,2006,11,0.545454545,0.9,0.944444444,0.552631579,1.136666667
98,21,22,0,F,2006,8,0.5,0.833333333,0.633333333,0.526315789,1.136666667
60,78,79,0,F,2006,11,0.363636364,0.9,0.888888889,0.447368421,1.136666667
74,30,31,0,F,2006,10,0.9,1,0.644444444,0.526315789,1.136666667
153,3,4,0,F,2006,10,0.7,1,0.5,0.315789474,1.136666667
61,42,43,0,F,2006,10,0.2,0.777777778,0.588888889,0.289473684,1.136666667
76,30,31,0,M,2006,8,0.125,0.333333333,0.955555556,0.421052632,1.136666667
50,30,31,0,F,2006,24,0.5,1,0.7,0.815789474,1.136666667
117,13,14,0,F,2006,24,0.625,1,0.622222222,0.736842105,1.136666667
136,8,9,0,F,2006,24,0.458333333,1,0.555555556,0.605263158,1.136666667
142,5,6,0,F,2006,24,0.791666667,1,0.3,0.684210526,1.136666667
15,73,74,0,F,2006,24,1,1,0.533333333,0.657894737,1.136666667
125,11,12,0,F,2006,24,0.166666667,1,0.122222222,0.684210526,1.136666667
150,3,4,0,M,2006,24,0.083333333,1,0.088888889,0.710526316,1.136666667
112,15,16,0,M,2006,24,0.333333333,1,0.077777778,0.605263158,1.136666667
8,36,37,0,F,2006,24,0.541666667,1,0.166666667,0.605263158,1.136666667
111,15,16,0,M,2006,24,0.666666667,1,0.244444444,0.605263158,1.136666667
131,10,11,0,M,2006,24,0.375,1,0.188888889,0.657894737,1.136666667
140,7,8,0,F,2006,24,0.416666667,1,0.155555556,0.657894737,1.136666667
135,8,9,0,M,2006,24,0.041666667,1,0.288888889,0.710526316,1.136666667
87,21,22,0,F,2006,24,0.25,1,0.388888889,0.657894737,1.136666667
149,3,4,0,M,2006,24,0.125,0.913043478,0.322222222,0.631578947,1.136666667
130,10,11,0,F,2006,24,0.291666667,1,0.488888889,0.684210526,1.136666667
47,46,47,0,F,2006,8,0.25,1,0.9,0.605263158,1.136666667
97,21,22,1,M,2006,9,0.888888889,0.75,0.833333333,0.342105263,1.136666667
121,13,14,0,F,2006,9,0.555555556,0.75,0.788888889,0.315789474,1.136666667
36,56,57,0,F,2006,10,0.4,1,0.8,0.473684211,1.136666667
70,33,34,0,F,2006,10,0.3,0.888888889,0.544444444,0.394736842,1.136666667
38,50,51,0,F,2006,9,0.666666667,0.75,0.766666667,0.394736842,1.136666667
72,30,31,0,F,2006,8,0.375,0.666666667,0.877777778,0.368421053,1.136666667
156,2,3,0,M,2006,8,0.75,0.833333333,0.566666667,0.394736842,1.136666667
115,15,16,0,F,2006,10,1,0.888888889,0.577777778,0.473684211,1.136666667
80,43,44,0,F,2006,7,0.857142857,0.8,0.133333333,0.421052632,1.136666667
159,1,2,0,M,2006,10,0.8,0.888888889,0.477777778,0.210526316,1.136666667
147,4,5,0,M,2006,9,0.222222222,0.5,0.255555556,0.131578947,1.136666667
95,22,23,0,F,2006,9,0.333333333,0.375,0.311111111,0.184210526,1.136666667
163,0,1,0,M,2006,7,0.714285714,0.8,0.211111111,0.368421053,1.136666667
145,5,6,0,M,2006,7,0.571428571,0.6,0.344444444,0.263157895,1.136666667
127,11,12,0,M,2006,9,0.111111111,0.75,0.611111111,0.447368421,1.136666667
114,15,16,0,M,2006,11,0.636363636,1,0.922222222,0.5,1.136666667
104,17,18,0,M,2006,9,1,1,0.711111111,0.578947368,1.136666667
100,21,22,0,M,2006,7,0.142857143,1,0.044444444,0.157894737,1.136666667
19,36,37,0,F,2006,14,0.785714286,0.846153846,0.666666667,0.578947368,1.136666667
154,3,4,0,M,2006,14,0.928571429,0.846153846,0.6,0.473684211,1.136666667
161,0,1,1,UNK,2006,14,0.5,0.923076923,0.355555556,0.447368421,1.136666667
123,12,13,1,F,2006,14,0.571428571,0.846153846,0.422222222,0.657894737,1.136666667
90,19,20,0,F,2006,7,0.428571429,1,0.755555556,0.447368421,1.136666667
152,3,4,0,M,2006,7,0.285714286,1,0.655555556,0.315789474,1.136666667
122,12,13,0,F,2006,7,1,1,0.866666667,0.342105263,1.136666667
113,15,16,0,M,2006,7,0.571428571,1,0.777777778,0.368421053,1.136666667
20,35,36,0,F,2006,7,0.857142857,1,0.811111111,0.447368421,1.136666667
143,5,6,0,M,2006,14,0.285714286,0.923076923,0.722222222,0.447368421,1.136666667
92,19,20,0,F,2006,14,0.428571429,0.846153846,0.844444444,0.473684211,1.136666667
52,30,31,0,F,2006,14,0.857142857,0.923076923,0.177777778,0.5,1.136666667
144,5,6,0,M,2006,7,0.714285714,1,0.744444444,0.315789474,1.136666667
151,3,4,0,F,2006,14,0.642857143,0.923076923,0.2,0.394736842,1.136666667
99,21,22,0,M,2006,7,0.428571429,0.8,0.111111111,0.263157895,1.136666667
18,73,74,0,F,2006,7,0.142857143,1,0.977777778,0.447368421,1.136666667
118,13,14,0,M,2006,14,1,0.923076923,0.266666667,0.526315789,1.136666667
116,14,15,0,M,2006,11,0.727272727,1,0.933333333,0.368421053,1.136666667
28,96,97,0,F,2006,11,0.272727273,0.3,0.988888889,0.473684211,1.136666667
25,44,45,0,F,2006,14,0.142857143,0.384615385,0.033333333,0.236842105,1.136666667
89,21,22,0,F,2006,14,0.714285714,1,0.1,0.631578947,1.136666667
91,19,20,0,M,2006,14,0.071428571,0.461538462,0.022222222,0.263157895,1.136666667
119,13,14,0,M,2006,9,0.444444444,0.875,0.366666667,0.210526316,1.136666667
35,46,47,0,F,2006,9,0.777777778,1,0.522222222,0.289473684,1.136666667
73,30,31,0,F,2006,7,1,1,0.277777778,0.5,1.136666667
109,16,17,0,F,2006,10,0.1,0.777777778,0.433333333,0.263157895,1.136666667
110,16,17,0,M,2006,7,0.285714286,0.6,0.011111111,0.105263158,1.136666667
126,11,12,0,M,2006,10,0.5,0.888888889,0.4,0.236842105,1.136666667
59,36,37,0,F,2006,11,0.818181818,0.9,0.855555556,0.368421053,1.136666667
146,4,5,0,M,2006,14,0.357142857,1,0.055555556,0.342105263,1.136666667
32,73,74,0,F,2006,11,1,1,1,0.447368421,1.136666667
120,13,14,0,M,2006,11,0.090909091,0.9,0.688888889,0.289473684,1.136666667
105,17,18,0,M,2006,11,0.181818182,0.9,0.733333333,0.263157895,1.136666667
162,0,1,1,UNK,2006,14,0.214285714,0.846153846,0.677777778,0.315789474,1.136666667
9,96,97,0,F,2007,26,0.384615385,0.96,0.284090909,0.666666667,0.866666667
157,3,4,0,F,2007,26,0.576923077,1,0.340909091,0.75,0.866666667
1,56,57,0,M,2007,26,0.923076923,0.96,0.636363636,0.694444444,0.866666667
50,31,32,0,F,2007,26,0.076923077,0.96,0.420454545,0.888888889,0.866666667
136,9,10,0,F,2007,26,0.038461538,0.96,0.534090909,0.861111111,0.866666667
142,6,7,0,F,2007,26,0.692307692,1,0.477272727,0.861111111,0.866666667
15,74,75,0,F,2007,26,0.538461538,0.96,0.5,0.777777778,0.866666667
117,14,15,0,F,2007,26,0.192307692,0.92,0.522727273,1,0.866666667
150,4,5,0,M,2007,26,0.423076923,0.92,0.386363636,0.638888889,0.866666667
78,29,30,0,F,2007,26,0.769230769,0.96,0.602272727,0.722222222,0.866666667
112,16,17,0,M,2007,26,0.884615385,0.96,0.784090909,0.833333333,0.866666667
124,12,13,0,M,2007,26,0.807692308,1,0.488636364,0.861111111,0.866666667
6,34,35,0,F,2007,26,1,1,0.772727273,0.805555556,0.866666667
87,22,23,0,F,2007,26,0.846153846,0.96,0.352272727,0.75,0.866666667
149,4,5,0,M,2007,26,0.461538462,0.96,0.25,0.777777778,0.866666667
135,9,10,0,M,2007,26,0.615384615,0.96,0.238636364,0.805555556,0.866666667
3,36,37,0,F,2007,26,0.730769231,0.96,0.579545455,0.694444444,0.866666667
111,16,17,0,M,2007,26,0.5,0.96,0.170454545,0.722222222,0.866666667
140,8,9,0,F,2007,26,0.307692308,0.96,0.034090909,0.666666667,0.866666667
131,11,12,0,M,2007,26,0.269230769,0.96,0.068181818,0.666666667,0.866666667
158,2,3,0,F,2007,26,0.346153846,0.92,0.375,0.694444444,0.866666667
8,37,38,0,F,2007,26,0.230769231,0.96,0.045454545,0.777777778,0.866666667
125,12,13,0,F,2007,26,0.961538462,0.92,0.806818182,0.694444444,0.866666667
130,11,12,0,F,2007,26,0.653846154,0.96,0.204545455,0.75,0.866666667
164,0,1,0,F,2007,26,0.153846154,0.8,0.011363636,0.666666667,0.866666667
36,57,58,1,F,2007,28,0.846153846,0.842105263,0.715909091,0.555555556,0.866666667
67,31,32,0,M,2007,9,0.777777778,1,0.079545455,0.75,0.866666667
103,20,21,0,F,2007,9,0.888888889,1,0.136363636,0.638888889,0.866666667
60,79,80,0,F,2007,9,1,0.875,0.147727273,0.472222222,0.866666667
129,12,13,0,F,2007,9,0.555555556,0.75,0.056818182,0.527777778,0.866666667
166,0,1,0,M,2007,28,0.807692308,0.789473684,0.590909091,0.444444444,0.866666667
74,31,32,0,F,2007,28,0.923076923,1,0.840909091,0.666666667,0.866666667
38,51,52,0,F,2007,28,0.730769231,0.842105263,0.954545455,0.611111111,0.866666667
121,14,15,0,F,2007,28,0.461538462,0.631578947,0.863636364,0.361111111,0.866666667
61,43,44,0,F,2007,28,0.269230769,0.736842105,0.090909091,0.444444444,0.866666667
159,2,3,0,M,2007,28,0.5,0.631578947,0.625,0.583333333,0.866666667
108,17,18,0,F,2007,28,0.384615385,0.578947368,0.318181818,0.5,0.866666667
32,74,75,0,F,2007,9,0.222222222,0.75,0.113636364,0.305555556,0.866666667
76,31,32,0,M,2007,28,1,1,0.988636364,0.777777778,0.866666667
127,12,13,0,M,2007,28,0.769230769,0.736842105,0.931818182,0.583333333,0.866666667
115,16,17,0,F,2007,28,0.615384615,0.789473684,0.681818182,0.583333333,0.866666667
98,22,23,0,F,2007,28,0.653846154,0.894736842,0.329545455,0.694444444,0.866666667
156,3,4,0,M,2007,28,0.576923077,0.631578947,0.431818182,0.527777778,0.866666667
72,31,32,0,F,2007,28,0.423076923,0.789473684,0.181818182,0.527777778,0.866666667
153,4,5,0,F,2007,28,0.884615385,0.894736842,0.943181818,0.805555556,0.866666667
70,34,35,0,F,2007,28,0.538461538,0.947368421,0.454545455,0.638888889,0.866666667
126,12,13,0,M,2007,28,0.692307692,0.578947368,0.465909091,0.5,0.866666667
133,11,12,0,M,2007,28,0.230769231,0.789473684,0.193181818,0.638888889,0.866666667
47,47,48,0,F,2007,28,0.961538462,0.631578947,0.920454545,0.361111111,0.866666667
110,17,18,0,M,2007,7,0.142857143,1,0.227272727,0.361111111,0.866666667
80,44,45,0,F,2007,7,0.428571429,1,0.295454545,0.444444444,0.866666667
99,22,23,0,M,2007,7,0.714285714,1,0.409090909,0.388888889,0.866666667
163,1,2,0,M,2007,7,0.857142857,1,0.693181818,0.361111111,0.866666667
145,6,7,0,M,2007,7,0.285714286,1,0.875,0.472222222,0.866666667
73,31,32,0,F,2007,7,1,1,0.886363636,0.611111111,0.866666667
100,22,23,0,M,2007,7,0.571428571,1,0.977272727,0.611111111,0.866666667
109,17,18,0,F,2007,28,0.076923077,0.789473684,0.125,0.555555556,0.866666667
95,23,24,0,F,2007,28,0.115384615,0.421052632,0.852272727,0.611111111,0.866666667
147,5,6,1,M,2007,28,0.192307692,0.526315789,0.909090909,0.555555556,0.866666667
20,36,37,0,F,2007,20,0.6,0.777777778,0.727272727,0.472222222,0.866666667
144,6,7,0,M,2007,20,0.9,0.722222222,0.75,0.5,0.866666667
114,16,17,0,M,2007,9,0.111111111,0.5,0.159090909,0.333333333,0.866666667
59,37,38,0,F,2007,9,0.666666667,0.75,0.704545455,0.277777778,0.866666667
120,14,15,0,M,2007,9,0.333333333,0.75,0.659090909,0.25,0.866666667
25,45,46,0,F,2007,20,0.55,0.444444444,0.613636364,0.472222222,0.866666667
89,22,23,0,F,2007,20,0.5,0.777777778,0.443181818,0.555555556,0.866666667
146,5,6,0,M,2007,20,0.8,0.666666667,0.670454545,0.472222222,0.866666667
52,31,32,0,F,2007,20,0.25,0.444444444,0.272727273,0.277777778,0.866666667
151,4,5,0,F,2007,20,0.15,0.388888889,0.215909091,0.277777778,0.866666667
91,20,21,0,M,2007,20,0.35,0.611111111,0.306818182,0.388888889,0.866666667
105,18,19,0,M,2007,9,0.444444444,0.875,0.647727273,0.277777778,0.866666667
152,4,5,0,M,2007,20,0.4,0.722222222,0.511363636,0.388888889,0.866666667
90,20,21,0,F,2007,20,0.7,0.777777778,0.545454545,0.416666667,0.866666667
118,14,15,0,M,2007,20,0.45,0.777777778,0.829545455,0.472222222,0.866666667
154,4,5,0,M,2007,20,0.3,0.333333333,0.738636364,0.333333333,0.866666667
92,20,21,0,F,2007,20,0.1,0.555555556,0.397727273,0.277777778,0.866666667
28,97,98,1,F,2007,20,0.2,0.5,0.363636364,0.277777778,0.866666667
18,74,75,0,F,2007,20,0.95,0.833333333,0.568181818,0.444444444,0.866666667
122,13,14,0,F,2007,20,1,1,0.556818182,0.611111111,0.866666667
113,16,17,0,M,2007,20,0.65,0.611111111,0.761363636,0.472222222,0.866666667
116,15,16,0,M,2007,20,0.85,0.722222222,0.795454545,0.611111111,0.866666667
167,0,1,0,M,2007,28,0.038461538,0.684210526,0.102272727,0.472222222,0.866666667
35,47,48,0,F,2007,28,0.153846154,0.631578947,0.897727273,0.444444444,0.866666667
119,14,15,0,M,2007,28,0.307692308,0.578947368,0.965909091,0.444444444,0.866666667
104,18,19,0,M,2007,28,0.346153846,0.684210526,1,0.666666667,0.866666667
143,6,7,0,M,2007,20,0.05,0.5,0.261363636,0.305555556,0.866666667
19,37,38,0,F,2007,20,0.75,0.611111111,0.818181818,0.361111111,0.866666667
165,0,1,1,UNK,2007,26,0.115384615,0.32,0.022727273,0.222222222,0.866666667
98,23,24,0,F,2008,13,0.769230769,0.857142857,0.777777778,0.291666667,0.75
104,19,20,0,M,2008,13,0.846153846,0.714285714,0.444444444,0.208333333,0.75
95,24,25,1,F,2008,13,1,1,0.555555556,0.291666667,0.75
119,15,16,0,M,2008,13,0.692307692,0.857142857,0.37037037,0.25,0.75
156,4,5,0,M,2008,13,0.923076923,0.714285714,0.691358025,0.208333333,0.75
99,23,24,0,M,2008,13,0.615384615,0.285714286,0.469135802,0.083333333,0.75
145,7,8,0,M,2008,13,0.5,0.428571429,0.49382716,0.125,0.75
100,23,24,0,M,2008,13,0.5,0.428571429,0.604938272,0.125,0.75
167,1,2,0,M,2008,12,0.916666667,0.9,0.234567901,0.416666667,0.75
109,18,19,0,F,2008,12,1,0.9,0.345679012,0.375,0.75
150,5,6,0,M,2008,27,0.888888889,0.666666667,0.901234568,0.541666667,0.75
3,37,38,1,F,2008,27,0.592592593,0.466666667,0.703703704,0.291666667,0.75
124,13,14,0,M,2008,17,0.941176471,1,0.839506173,0.708333333,0.75
6,35,36,0,F,2008,17,0.647058824,0.909090909,0.716049383,0.75,0.75
157,4,5,0,F,2008,17,0.470588235,0.818181818,0.740740741,0.583333333,0.75
125,13,14,0,F,2008,27,0.740740741,0.8,0.765432099,0.625,0.75
15,75,76,0,F,2008,17,1,0.909090909,0.580246914,0.625,0.75
87,23,24,0,F,2008,27,0.777777778,0.533333333,0.728395062,0.5,0.75
135,10,11,0,M,2008,27,0.925925926,1,0.950617284,0.833333333,0.75
142,7,8,0,F,2008,17,0.705882353,0.909090909,0.925925926,0.666666667,0.75
117,15,16,0,F,2008,27,0.37037037,0.933333333,0.518518519,1,0.75
50,32,33,0,F,2008,27,0.185185185,0.533333333,0.358024691,0.5,0.75
8,38,39,0,F,2008,17,0.529411765,0.818181818,0.333333333,0.541666667,0.75
164,1,2,0,F,2008,17,0.352941176,0.818181818,0.209876543,0.458333333,0.75
78,30,31,0,F,2008,27,0.407407407,0.733333333,0.456790123,0.708333333,0.75
158,3,4,0,F,2008,27,0.259259259,0.733333333,0.395061728,0.666666667,0.75
9,97,98,0,F,2008,17,0.823529412,1,0.407407407,0.541666667,0.75
1,57,58,0,M,2008,17,0.588235294,0.727272727,0.432098765,0.458333333,0.75
130,12,13,0,F,2008,27,0.666666667,0.8,0.530864198,0.5,0.75
149,5,6,0,M,2008,27,0.555555556,0.333333333,0.592592593,0.25,0.75
111,17,18,0,M,2008,17,0.882352941,1,0.197530864,0.541666667,0.75
131,12,13,0,M,2008,17,0.235294118,0.454545455,0.148148148,0.333333333,0.75
112,17,18,0,M,2008,27,0.481481481,0.533333333,0.790123457,0.583333333,0.75
136,10,11,0,F,2008,27,0.111111111,0.533333333,0.24691358,0.416666667,0.75
140,9,10,0,F,2008,17,0.294117647,0.454545455,0.111111111,0.25,0.75
92,21,22,0,F,2008,27,0.518518519,0.2,0.975308642,0.208333333,0.75
143,7,8,0,M,2008,27,0.851851852,0.333333333,1,0.291666667,0.75
74,32,33,0,F,2008,4,NA,NA,0.913580247,0.166666667,0.75
166,1,2,0,M,2008,27,0.333333333,0.133333333,0.87654321,0.125,0.75
32,75,76,0,F,2008,12,0.25,0.2,0.666666667,0.208333333,0.75
114,17,18,0,M,2008,3,NA,NA,0.135802469,0.166666667,0.75
105,19,20,0,M,2008,3,NA,NA,0.12345679,0.125,0.75
59,38,39,0,F,2008,12,0.5,0.9,0.641975309,0.5,0.75
120,15,16,0,M,2008,12,0.333333333,1,0.679012346,0.458333333,0.75
115,17,18,0,F,2008,2,NA,NA,0.018518519,0.041666667,0.75
159,3,4,0,M,2008,2,NA,NA,0.018518519,0.041666667,0.75
47,48,49,0,F,2008,17,0.764705882,0.454545455,0.320987654,0.291666667,0.75
76,32,33,1,M,2008,17,0.176470588,0.909090909,0.62962963,0.5,0.75
72,32,33,0,F,2008,17,0.411764706,0.363636364,0.308641975,0.166666667,0.75
73,32,33,0,F,2008,13,0.076923077,0.285714286,0.851851852,0.125,0.75
163,2,3,0,M,2008,13,0.307692308,0.428571429,0.75308642,0.166666667,0.75
90,21,22,0,F,2008,27,0.703703704,0.533333333,0.864197531,0.333333333,0.75
152,5,6,0,M,2008,27,0.296296296,0.266666667,0.50617284,0.166666667,0.75
67,32,33,0,M,2008,3,NA,NA,0.086419753,0.041666667,0.75
60,80,81,0,F,2008,13,0.153846154,0.142857143,0.382716049,0.041666667,0.75
70,35,36,0,F,2008,12,0.75,0.9,0.185185185,0.375,0.75
61,44,45,0,F,2008,12,0.416666667,0.8,0.617283951,0.375,0.75
